PetId,EnrollDate,CancelDate,Species,Breed,AgeAtEnroll
3197,2017-10-10,,Cat,Mixed Breed,8 weeks to 12 months old
3198,2015-08-16,2015-09-12,Dog,Mixed Breed,5 years old
3199,2018-12-24,,Dog,Chihuahua,8 weeks to 12 months old
3200,2013-12-17,,Dog,Mixed Breed,1 year old
3201,2018-11-23,,Dog,Great Dane,5 years old
3202,2019-09-10,2019-11-09,Dog,French Bulldog,8 weeks to 12 months old
3203,2014-10-20,2017-06-16,Dog,Mixed Breed,1 year old
3204,2017-04-17,,Dog,French Bulldog,8 weeks to 12 months old
3205,2014-04-21,,Dog,Mixed Breed,8 weeks to 12 months old
3206,2014-06-20,2017-01-06,Dog,Mixed Breed,5 years old
3207,2017-11-04,2017-12-17,Cat,Mixed Breed,8 weeks to 12 months old
3208,2013-12-04,,Dog,Mixed Breed,8 weeks to 12 months old
3209,2012-12-22,,Dog,Golden Retriever,8 weeks to 12 months old
3210,2013-01-11,2013-12-19,Dog,Golden Retriever,8 weeks to 12 months old
3211,2017-11-26,,Cat,Mixed Breed,7 years old
3212,2019-03-05,2019-06-25,Dog,Mixed Breed,8 weeks to 12 months old
3213,2012-03-19,2013-07-11,Dog,Mixed Breed,8 weeks to 12 months old
3214,2018-03-18,,Dog,French Bulldog,8 weeks to 12 months old
3215,2015-09-18,,Dog,Mixed Breed,8 weeks to 12 months old
3216,2014-12-29,,Dog,Mixed Breed,3 years old
3217,2015-07-28,,Dog,French Bulldog,4 years old
3218,2013-03-13,2014-07-23,Dog,Mixed Breed,2 years old
3219,2013-09-19,,Dog,Mixed Breed,8 weeks to 12 months old
3220,2015-12-20,,Cat,Mixed Breed,8 weeks to 12 months old
3221,2015-01-24,2015-01-28,Dog,Chihuahua,8 weeks to 12 months old
3222,2014-06-21,2019-08-14,Dog,Mixed Breed,8 weeks to 12 months old
3223,2013-06-28,,Dog,Mixed Breed,8 weeks to 12 months old
3224,2016-01-20,,Dog,Mixed Breed,8 weeks to 12 months old
3225,2015-02-10,2015-04-01,Dog,Mixed Breed,8 weeks to 12 months old
3226,2011-11-18,,Dog,Golden Retriever,8 weeks to 12 months old
3227,2017-07-22,2018-03-30,Cat,Mixed Breed,6 years old
3228,2019-08-23,,Dog,Mixed Breed,8 weeks to 12 months old
3229,2018-05-19,2018-07-05,Cat,Mixed Breed,8 weeks to 12 months old
3230,2019-08-08,,Cat,Mixed Breed,1 year old
3231,2012-06-18,,Dog,Mixed Breed,8 weeks to 12 months old
3232,2013-08-26,,Cat,Mixed Breed,6 years old
3233,2018-06-02,,Dog,Chihuahua,8 weeks to 12 months old
3234,2013-12-18,2016-03-28,Cat,Mixed Breed,1 year old
3235,2016-05-22,,Dog,Mixed Breed,8 weeks to 12 months old
3236,2018-04-04,,Dog,Chihuahua,8 weeks to 12 months old
3237,2015-07-09,,Dog,Mixed Breed,2 years old
3238,2016-11-25,,Dog,French Bulldog,8 weeks to 12 months old
3239,2019-11-11,,Dog,Golden Retriever,8 weeks to 12 months old
3240,2016-02-16,,Dog,Mixed Breed,3 years old
3241,2015-10-20,,Dog,Mixed Breed,8 weeks to 12 months old
3242,2014-07-02,2017-03-29,Cat,Mixed Breed,3 years old
3243,2011-04-25,2013-09-26,Dog,Golden Retriever,8 weeks to 12 months old
3244,2012-10-05,2016-03-18,Dog,Mixed Breed,8 weeks to 12 months old
3245,2012-06-13,,Cat,Mixed Breed,8 weeks to 12 months old
3246,2016-04-20,,Cat,Mixed Breed,4 years old
3247,2015-08-10,,Dog,Mixed Breed,8 weeks to 12 months old
3248,2015-06-18,2017-04-28,Dog,Mixed Breed,1 year old
3249,2011-01-02,2012-01-11,Dog,Mixed Breed,10 years old
3250,2013-10-10,,Dog,Chihuahua,1 year old
3251,2012-04-12,,Dog,Mixed Breed,4 years old
3252,2014-07-02,,Dog,Mixed Breed,1 year old
3253,2013-11-11,2014-01-10,Cat,Mixed Breed,8 weeks to 12 months old
3254,2013-05-18,,Cat,Mixed Breed,8 weeks to 12 months old
3255,2018-02-21,,Dog,Golden Retriever,8 weeks to 12 months old
3256,2018-06-15,,Cat,Mixed Breed,8 weeks to 12 months old
3257,2016-03-15,2016-04-14,Dog,Mixed Breed,2 years old
3258,2017-11-14,2018-12-26,Cat,Mixed Breed,2 years old
3259,2012-09-24,2014-07-08,Dog,Mixed Breed,2 years old
3260,2017-10-20,,Cat,Mixed Breed,1 year old
3261,2016-06-25,,Cat,Mixed Breed,12 years old
3262,2017-08-16,2018-06-28,Cat,Mixed Breed,8 weeks to 12 months old
3263,2018-05-21,,Dog,Golden Retriever,8 weeks to 12 months old
3264,2012-05-05,,Dog,Chihuahua,3 years old
3265,2018-10-05,,Cat,Mixed Breed,3 years old
3266,2013-05-14,2013-06-14,Dog,Mixed Breed,8 weeks to 12 months old
3267,2019-06-04,,Cat,Mixed Breed,8 weeks to 12 months old
3268,2011-09-14,,Dog,Mixed Breed,1 year old
3269,2018-02-16,,Dog,Mixed Breed,8 weeks to 12 months old
3270,2015-02-16,2015-11-27,Cat,Mixed Breed,10 years old
3271,2011-10-23,2015-04-30,Dog,Mixed Breed,9 years old
3272,2018-12-26,,Dog,Golden Retriever,8 weeks to 12 months old
3273,2013-11-01,,Dog,Mixed Breed,1 year old
3274,2017-06-17,2019-05-02,Cat,Mixed Breed,1 year old
3275,2018-08-24,,Dog,Mixed Breed,8 weeks to 12 months old
3276,2016-03-01,,Dog,Chihuahua,9 years old
3277,2015-02-03,2015-02-10,Dog,French Bulldog,8 weeks to 12 months old
3278,2016-02-10,,Dog,Mixed Breed,8 weeks to 12 months old
3279,2019-08-03,,Dog,Mixed Breed,8 weeks to 12 months old
3280,2012-08-28,,Dog,Mixed Breed,8 weeks to 12 months old
3281,2017-01-05,,Dog,Golden Retriever,8 weeks to 12 months old
3282,2014-09-02,,Dog,Mixed Breed,4 years old
3283,2013-04-17,2013-06-27,Cat,Mixed Breed,5 years old
3284,2015-03-17,2015-09-21,Dog,Mixed Breed,4 years old
3285,2017-11-10,,Dog,Golden Retriever,8 weeks to 12 months old
3286,2015-08-20,2019-06-12,Cat,Mixed Breed,8 weeks to 12 months old
3287,2016-02-24,,Dog,Mixed Breed,6 years old
3288,2016-07-27,2016-07-27,Dog,Mixed Breed,8 weeks to 12 months old
3289,2017-06-09,,Dog,Mixed Breed,8 weeks to 12 months old
3290,2016-01-22,2016-12-05,Dog,Mixed Breed,8 weeks to 12 months old
3291,2015-12-16,2017-10-28,Dog,Mixed Breed,5 years old
3292,2010-07-21,2011-11-22,Dog,Mixed Breed,8 years old
3293,2017-02-27,2017-03-02,Dog,Golden Retriever,1 year old
3294,2018-01-18,,Cat,Mixed Breed,1 year old
3295,2011-03-22,2012-09-18,Dog,Mixed Breed,8 weeks to 12 months old
3296,2019-11-03,2019-11-08,Cat,Mixed Breed,4 years old
3297,2017-12-14,2018-01-23,Cat,Mixed Breed,13 years old
3298,2017-11-13,2017-12-06,Dog,Golden Retriever,8 weeks to 12 months old
3299,2014-04-01,2015-01-30,Cat,Mixed Breed,4 years old
3300,2016-05-16,,Dog,French Bulldog,8 weeks to 12 months old
3301,2018-08-17,,Dog,Golden Retriever,8 weeks to 12 months old
3302,2012-12-15,,Dog,Mixed Breed,8 weeks to 12 months old
3303,2011-10-27,2019-09-02,Dog,Golden Retriever,5 years old
3304,2017-01-17,2017-10-20,Cat,Mixed Breed,8 weeks to 12 months old
3305,2012-01-29,2012-05-04,Dog,Golden Retriever,8 weeks to 12 months old
3306,2017-08-02,,Dog,French Bulldog,8 weeks to 12 months old
3307,2014-02-04,,Dog,Mixed Breed,1 year old
3308,2010-11-05,2011-08-29,Dog,Mixed Breed,8 weeks to 12 months old
3309,2017-09-05,,Dog,Golden Retriever,5 years old
3310,2012-06-17,2012-07-02,Dog,Mixed Breed,13 years old
3311,2018-04-13,,Cat,Mixed Breed,2 years old
3312,2013-10-05,,Dog,Mixed Breed,8 weeks to 12 months old
3313,2011-07-15,2013-10-07,Cat,Mixed Breed,8 weeks to 12 months old
3314,2015-02-06,2015-05-14,Dog,Mixed Breed,8 weeks to 12 months old
3315,2014-08-28,2016-02-18,Dog,Golden Retriever,8 weeks to 12 months old
3316,2015-12-28,2016-09-07,Dog,Mixed Breed,6 years old
3317,2013-11-27,,Dog,Mixed Breed,1 year old
3318,2013-05-17,2013-12-17,Cat,Mixed Breed,1 year old
3319,2013-09-23,2015-05-21,Cat,Mixed Breed,5 years old
3320,2013-12-21,2017-02-08,Cat,Mixed Breed,10 years old
3321,2014-01-20,2018-10-22,Dog,Mixed Breed,8 weeks to 12 months old
3322,2014-07-25,2017-04-07,Cat,Mixed Breed,8 weeks to 12 months old
3323,2018-12-21,2019-10-03,Cat,Mixed Breed,6 years old
3324,2019-08-19,,Cat,Mixed Breed,0-7 weeks old
3325,2013-11-04,2015-12-07,Cat,Mixed Breed,8 weeks to 12 months old
3326,2019-06-25,,Cat,Mixed Breed,5 years old
3327,2012-11-09,2015-11-14,Dog,Mixed Breed,8 years old
3328,2015-08-28,,Dog,Mixed Breed,2 years old
3329,2019-05-31,,Cat,Mixed Breed,8 weeks to 12 months old
3330,2019-02-05,,Cat,Ragdoll,1 year old
3331,2013-11-21,2014-10-29,Dog,Mixed Breed,8 weeks to 12 months old
3332,2014-10-21,2018-07-06,Cat,Mixed Breed,8 weeks to 12 months old
3333,2017-08-22,,Cat,Mixed Breed,6 years old
3334,2014-03-23,,Cat,Mixed Breed,4 years old
3335,2015-12-14,2019-02-12,Cat,Mixed Breed,5 years old
3336,2019-04-23,2019-06-10,Cat,Mixed Breed,0-7 weeks old
3337,2011-04-29,2012-05-28,Dog,Mixed Breed,1 year old
3338,2011-02-18,2015-01-26,Dog,Golden Retriever,8 weeks to 12 months old
3339,2014-12-09,,Dog,Mixed Breed,8 years old
3340,2019-02-18,,Dog,Mixed Breed,8 weeks to 12 months old
3341,2019-11-12,,Dog,Chihuahua,8 weeks to 12 months old
3342,2015-04-02,2017-03-02,Dog,Mixed Breed,8 weeks to 12 months old
3343,2018-01-22,,Dog,Chihuahua,1 year old
3344,2014-06-26,2015-01-29,Dog,Mixed Breed,2 years old
3345,2014-12-29,,Cat,Mixed Breed,3 years old
3346,2014-11-03,,Cat,Mixed Breed,1 year old
3347,2013-04-20,2019-03-01,Dog,Mixed Breed,1 year old
3348,2012-07-13,,Dog,Chihuahua,8 weeks to 12 months old
3349,2017-06-29,,Cat,Ragdoll,8 weeks to 12 months old
3350,2015-08-02,2017-05-01,Cat,Mixed Breed,1 year old
3351,2015-08-29,2016-12-06,Cat,Mixed Breed,10 years old
3352,2011-12-07,2012-03-09,Dog,Mixed Breed,8 weeks to 12 months old
3353,2019-11-24,,Dog,Mixed Breed,8 weeks to 12 months old
3354,2015-07-03,2019-09-21,Dog,Golden Retriever,6 years old
3355,2019-06-28,,Cat,Mixed Breed,4 years old
3356,2014-09-27,,Dog,French Bulldog,8 weeks to 12 months old
3357,2010-10-28,,Cat,Mixed Breed,8 weeks to 12 months old
3358,2017-06-02,2018-08-24,Cat,Mixed Breed,8 weeks to 12 months old
3359,2016-07-23,2016-08-25,Dog,Chihuahua,2 years old
3360,2019-05-10,,Cat,Mixed Breed,0-7 weeks old
3361,2017-10-18,2018-04-25,Cat,Mixed Breed,4 years old
3362,2016-01-25,2017-03-26,Dog,Mixed Breed,8 weeks to 12 months old
3363,2016-08-29,,Cat,Mixed Breed,3 years old
3364,2014-07-29,,Dog,Mixed Breed,5 years old
3365,2012-01-21,,Dog,Mixed Breed,8 weeks to 12 months old
3366,2016-03-04,2018-07-27,Cat,Mixed Breed,8 weeks to 12 months old
3367,2012-11-26,,Dog,Mixed Breed,7 years old
3368,2018-05-09,2019-10-04,Dog,Golden Retriever,2 years old
3369,2013-09-02,2017-05-10,Cat,Mixed Breed,5 years old
3370,2013-12-22,2017-09-25,Cat,Mixed Breed,7 years old
3371,2011-02-10,2015-07-17,Dog,Chihuahua,8 weeks to 12 months old
3372,2019-05-23,,Dog,Great Dane,8 weeks to 12 months old
3373,2010-07-16,,Dog,Mixed Breed,8 weeks to 12 months old
3374,2015-03-05,,Dog,Golden Retriever,8 weeks to 12 months old
3375,2017-07-20,,Cat,Mixed Breed,8 weeks to 12 months old
3376,2015-08-07,,Dog,Mixed Breed,3 years old
3377,2016-01-25,,Dog,Mixed Breed,3 years old
3378,2012-04-07,2013-08-08,Cat,Mixed Breed,5 years old
3379,2012-02-10,,Dog,Mixed Breed,1 year old
3380,2016-10-21,2018-03-29,Cat,Mixed Breed,3 years old
3381,2010-12-27,,Dog,Mixed Breed,8 weeks to 12 months old
3382,2017-11-27,,Dog,Golden Retriever,8 weeks to 12 months old
3383,2018-10-18,,Cat,Mixed Breed,2 years old
3384,2017-08-11,,Cat,Mixed Breed,8 weeks to 12 months old
3385,2013-01-20,2018-09-19,Dog,Mixed Breed,8 weeks to 12 months old
3386,2012-03-24,,Cat,Mixed Breed,8 weeks to 12 months old
3387,2016-08-26,,Cat,Mixed Breed,8 weeks to 12 months old
3388,2015-08-27,2017-03-10,Dog,Mixed Breed,8 weeks to 12 months old
3389,2013-03-07,2018-03-12,Dog,Mixed Breed,6 years old
3390,2013-06-04,2013-06-22,Cat,Mixed Breed,13 years old
3391,2016-11-30,2016-12-31,Cat,Mixed Breed,8 weeks to 12 months old
3392,2010-01-03,2018-02-05,Cat,Mixed Breed,6 years old
3393,2011-08-01,2019-02-18,Dog,Chihuahua,1 year old
3394,2015-11-20,,Cat,Mixed Breed,8 weeks to 12 months old
3395,2015-09-03,2018-11-16,Dog,Mixed Breed,1 year old
3396,2019-06-29,2019-06-29,Cat,Mixed Breed,8 weeks to 12 months old
3397,2013-09-26,,Dog,Chihuahua,1 year old
3398,2014-10-14,2016-08-01,Dog,Mixed Breed,4 years old
3399,2015-01-08,2016-11-24,Dog,Mixed Breed,8 weeks to 12 months old
3400,2013-07-25,,Dog,Golden Retriever,5 years old
3401,2018-04-17,2018-08-07,Cat,Mixed Breed,7 years old
3402,2014-10-13,2019-10-13,Dog,Mixed Breed,8 weeks to 12 months old
3403,2019-01-21,,Cat,Mixed Breed,3 years old
3404,2018-09-15,,Cat,Mixed Breed,8 weeks to 12 months old
3405,2013-04-02,2014-11-04,Dog,Chihuahua,8 weeks to 12 months old
3406,2012-03-31,,Dog,Mixed Breed,2 years old
3407,2016-08-17,,Dog,Mixed Breed,8 weeks to 12 months old
3408,2015-08-04,,Dog,Golden Retriever,8 weeks to 12 months old
3409,2010-12-01,2019-11-15,Cat,Mixed Breed,8 weeks to 12 months old
3410,2014-09-10,2016-12-12,Cat,Mixed Breed,8 weeks to 12 months old
3411,2013-09-05,,Dog,Mixed Breed,8 weeks to 12 months old
3412,2013-12-19,2015-02-05,Dog,French Bulldog,2 years old
3413,2010-05-08,2011-09-02,Cat,Mixed Breed,4 years old
3414,2015-12-08,2017-01-04,Dog,Mixed Breed,6 years old
3415,2016-05-17,,Cat,Mixed Breed,7 years old
3416,2017-11-20,2018-02-16,Dog,Golden Retriever,9 years old
3417,2015-09-27,2018-02-05,Dog,Great Dane,8 weeks to 12 months old
3418,2016-11-22,,Dog,Mixed Breed,8 weeks to 12 months old
3419,2015-02-15,,Cat,Mixed Breed,2 years old
3420,2012-11-10,,Dog,Mixed Breed,8 weeks to 12 months old
3421,2019-07-01,2019-11-06,Cat,Mixed Breed,3 years old
3422,2019-05-19,,Cat,Mixed Breed,0-7 weeks old
3423,2015-06-13,2016-07-30,Cat,Mixed Breed,8 weeks to 12 months old
3424,2015-04-20,,Dog,Chihuahua,4 years old
3425,2015-11-06,2016-07-28,Dog,Mixed Breed,8 weeks to 12 months old
3426,2013-01-25,2013-04-03,Cat,Mixed Breed,8 weeks to 12 months old
3427,2011-08-25,2015-10-17,Cat,Mixed Breed,12 years old
3428,2017-04-18,,Dog,French Bulldog,10 years old
3429,2019-10-13,,Dog,Chihuahua,8 weeks to 12 months old
3430,2014-08-11,,Dog,Mixed Breed,9 years old
3431,2014-02-24,2016-11-29,Dog,Golden Retriever,8 weeks to 12 months old
3432,2015-09-28,2015-11-23,Cat,Mixed Breed,8 weeks to 12 months old
3433,2012-08-17,,Dog,Chihuahua,8 weeks to 12 months old
3434,2011-07-13,2012-10-12,Dog,Golden Retriever,6 years old
3435,2014-07-24,2017-12-19,Dog,French Bulldog,8 weeks to 12 months old
3436,2013-10-14,2015-05-04,Cat,Mixed Breed,13 years old
3437,2012-07-18,2014-10-02,Cat,Mixed Breed,3 years old
3438,2013-04-13,2014-12-29,Dog,Golden Retriever,7 years old
3439,2019-08-06,,Dog,Golden Retriever,8 weeks to 12 months old
3440,2018-12-20,,Cat,Mixed Breed,1 year old
3441,2016-11-20,2017-10-13,Dog,Mixed Breed,6 years old
3442,2015-01-31,,Dog,Mixed Breed,8 weeks to 12 months old
3443,2011-08-16,2019-04-04,Dog,Chihuahua,1 year old
3444,2018-07-29,2019-10-22,Cat,Mixed Breed,8 weeks to 12 months old
3445,2016-09-20,,Dog,Mixed Breed,6 years old
3446,2018-10-30,,Cat,Mixed Breed,1 year old
3447,2015-02-11,,Cat,Mixed Breed,1 year old
3448,2013-06-12,2013-10-15,Dog,Mixed Breed,3 years old
3449,2016-02-02,,Dog,Mixed Breed,8 weeks to 12 months old
3450,2019-08-12,2019-10-22,Dog,Chihuahua,6 years old
3451,2013-06-09,2013-08-23,Cat,Mixed Breed,8 weeks to 12 months old
3452,2013-04-12,,Dog,Mixed Breed,3 years old
3453,2013-06-27,2016-12-08,Cat,Mixed Breed,8 years old
3454,2014-12-15,2014-12-26,Cat,Mixed Breed,8 weeks to 12 months old
3455,2017-12-15,2018-12-06,Cat,Mixed Breed,10 years old
3456,2014-12-07,,Cat,Mixed Breed,7 years old
3457,2016-04-20,,Dog,Mixed Breed,2 years old
3458,2013-06-26,,Dog,Mixed Breed,1 year old
3459,2010-04-27,2011-05-28,Cat,Mixed Breed,7 years old
3460,2009-12-25,2010-04-08,Dog,Mixed Breed,8 weeks to 12 months old
3461,2011-01-16,2012-04-09,Dog,Chihuahua,8 weeks to 12 months old
3462,2016-10-17,,Cat,Mixed Breed,9 years old
3463,2018-03-24,2018-04-06,Dog,French Bulldog,4 years old
3464,2015-12-07,,Dog,Mixed Breed,2 years old
3465,2019-02-21,2019-03-18,Dog,Chihuahua,8 weeks to 12 months old
3466,2012-11-19,,Dog,French Bulldog,8 weeks to 12 months old
3467,2011-05-17,,Dog,Mixed Breed,6 years old
3468,2014-05-16,2015-11-10,Cat,Mixed Breed,2 years old
3469,2014-12-13,,Dog,Mixed Breed,8 weeks to 12 months old
3470,2016-01-25,,Dog,Mixed Breed,2 years old
3471,2018-08-30,,Cat,Mixed Breed,8 weeks to 12 months old
3472,2017-02-03,,Dog,Chihuahua,8 weeks to 12 months old
3473,2017-02-13,2017-06-14,Cat,Mixed Breed,3 years old
3474,2014-09-19,2017-01-17,Dog,Mixed Breed,1 year old
3475,2017-07-21,,Dog,Chihuahua,6 years old
3476,2019-11-20,,Cat,Mixed Breed,4 years old
3477,2016-09-27,,Dog,Mixed Breed,8 weeks to 12 months old
3478,2019-01-24,,Cat,Mixed Breed,4 years old
3479,2018-06-26,,Cat,Mixed Breed,2 years old
3480,2011-02-15,,Dog,Golden Retriever,8 weeks to 12 months old
3481,2015-10-17,,Dog,Chihuahua,3 years old
3482,2018-06-30,2019-09-14,Cat,Mixed Breed,10 years old
3483,2017-12-06,,Dog,Golden Retriever,5 years old
3484,2015-07-30,,Dog,Mixed Breed,8 years old
3485,2014-02-01,2016-05-11,Dog,Mixed Breed,2 years old
3486,2009-11-20,,Cat,Mixed Breed,4 years old
3487,2019-07-16,2019-10-14,Dog,Chihuahua,1 year old
3488,2019-06-11,,Cat,Mixed Breed,4 years old
3489,2010-10-01,2011-01-20,Cat,Mixed Breed,6 years old
3490,2011-07-11,2012-11-22,Dog,Golden Retriever,4 years old
3491,2015-10-02,2015-10-12,Dog,Mixed Breed,8 weeks to 12 months old
3492,2015-07-14,2016-11-01,Dog,Mixed Breed,8 weeks to 12 months old
3493,2012-03-31,2013-02-20,Dog,Mixed Breed,2 years old
3494,2013-05-18,,Cat,Mixed Breed,8 weeks to 12 months old
3495,2018-11-12,,Dog,Chihuahua,1 year old
3496,2012-05-30,2012-10-16,Cat,Mixed Breed,8 weeks to 12 months old
3497,2018-04-21,,Cat,Mixed Breed,8 weeks to 12 months old
3498,2015-05-11,,Cat,Mixed Breed,8 weeks to 12 months old
3499,2015-08-22,,Cat,Mixed Breed,6 years old
3500,2016-02-11,,Dog,Mixed Breed,8 weeks to 12 months old
3501,2016-02-19,,Dog,Mixed Breed,8 weeks to 12 months old
3502,2015-05-11,2016-01-14,Dog,Mixed Breed,8 weeks to 12 months old
3503,2011-01-15,2013-04-17,Cat,Mixed Breed,6 years old
3504,2017-09-15,2018-02-21,Dog,Chihuahua,7 years old
3505,2015-12-30,,Dog,Mixed Breed,1 year old
3506,2015-09-19,,Dog,Mixed Breed,4 years old
3507,2018-10-23,2019-02-11,Dog,Chihuahua,8 weeks to 12 months old
3508,2015-02-23,2018-12-10,Dog,Mixed Breed,8 years old
3509,2017-09-12,,Cat,Mixed Breed,4 years old
3510,2011-07-14,2016-08-09,Dog,Mixed Breed,2 years old
3511,2012-01-24,2015-05-29,Cat,Mixed Breed,6 years old
3512,2017-11-23,2018-02-07,Dog,Golden Retriever,8 weeks to 12 months old
3513,2014-02-07,2014-12-05,Cat,Mixed Breed,2 years old
3514,2012-09-06,2019-05-28,Dog,Chihuahua,8 weeks to 12 months old
3515,2015-03-03,,Dog,Mixed Breed,8 weeks to 12 months old
3516,2014-05-26,2015-04-28,Dog,Chihuahua,5 years old
3517,2018-05-01,2018-05-23,Cat,Mixed Breed,8 weeks to 12 months old
3518,2013-11-21,,Dog,Mixed Breed,8 weeks to 12 months old
3519,2019-09-16,,Cat,Mixed Breed,1 year old
3520,2014-07-18,2015-11-05,Dog,Mixed Breed,1 year old
3521,2013-10-30,2015-06-03,Dog,Mixed Breed,7 years old
3522,2013-10-02,,Dog,Mixed Breed,6 years old
3523,2019-03-04,,Dog,Chihuahua,8 weeks to 12 months old
3524,2014-06-07,,Dog,Golden Retriever,1 year old
3525,2015-05-26,,Dog,Mixed Breed,4 years old
3526,2014-08-19,,Dog,Mixed Breed,8 weeks to 12 months old
3527,2015-04-28,,Dog,Mixed Breed,8 weeks to 12 months old
3528,2017-10-16,,Dog,Golden Retriever,2 years old
3529,2019-02-09,,Cat,Mixed Breed,8 weeks to 12 months old
3530,2017-08-27,,Cat,Mixed Breed,8 weeks to 12 months old
3531,2016-12-13,,Cat,Mixed Breed,10 years old
3532,2014-11-08,2017-10-18,Cat,Mixed Breed,4 years old
3533,2017-06-16,,Dog,Chihuahua,8 weeks to 12 months old
3534,2013-02-06,2016-03-01,Dog,Golden Retriever,8 weeks to 12 months old
3535,2010-11-19,2014-12-05,Dog,Mixed Breed,2 years old
3536,2016-08-01,2017-11-10,Cat,Mixed Breed,7 years old
3537,2017-11-29,,Dog,French Bulldog,8 weeks to 12 months old
3538,2017-11-28,2018-02-22,Cat,Mixed Breed,4 years old
3539,2011-11-09,,Cat,Mixed Breed,8 weeks to 12 months old
3540,2010-09-06,2017-06-08,Dog,Mixed Breed,1 year old
3541,2012-03-16,2012-11-06,Dog,Great Dane,8 weeks to 12 months old
3542,2010-03-31,,Dog,Mixed Breed,8 weeks to 12 months old
3543,2011-09-26,,Cat,Mixed Breed,8 weeks to 12 months old
3544,2011-03-31,,Dog,Mixed Breed,3 years old
3545,2016-09-01,2016-09-01,Cat,Mixed Breed,12 years old
3546,2018-02-14,2018-04-21,Cat,Mixed Breed,3 years old
3547,2013-08-13,,Cat,Mixed Breed,4 years old
3548,2019-03-30,,Cat,Mixed Breed,8 weeks to 12 months old
3549,2015-11-17,2016-06-29,Dog,Mixed Breed,8 weeks to 12 months old
3550,2017-01-03,2019-09-05,Cat,Mixed Breed,2 years old
3551,2014-08-08,,Cat,Mixed Breed,1 year old
3552,2018-12-31,,Dog,Great Dane,8 weeks to 12 months old
3553,2018-03-02,2019-10-11,Dog,Chihuahua,10 years old
3554,2012-10-22,2018-10-08,Dog,Mixed Breed,5 years old
3555,2019-10-15,,Dog,Golden Retriever,8 weeks to 12 months old
3556,2016-03-18,2019-11-21,Dog,Mixed Breed,1 year old
3557,2015-07-12,,Dog,French Bulldog,8 weeks to 12 months old
3558,2019-08-19,,Cat,Mixed Breed,8 weeks to 12 months old
3559,2018-06-21,2019-08-09,Cat,Mixed Breed,8 weeks to 12 months old
3560,2016-03-29,2016-03-29,Dog,Mixed Breed,2 years old
3561,2010-12-16,2016-01-02,Dog,Mixed Breed,1 year old
3562,2010-10-27,2013-04-29,Dog,Mixed Breed,1 year old
3563,2015-09-17,2016-03-02,Dog,Great Dane,8 weeks to 12 months old
3564,2012-01-11,2013-08-13,Cat,Mixed Breed,8 weeks to 12 months old
3565,2014-11-17,,Dog,Golden Retriever,8 weeks to 12 months old
3566,2018-09-21,,Dog,Mixed Breed,8 weeks to 12 months old
3567,2019-07-20,2019-09-22,Cat,Mixed Breed,3 years old
3568,2013-09-13,2019-07-01,Cat,Mixed Breed,8 weeks to 12 months old
3569,2015-03-08,2016-10-26,Dog,Mixed Breed,7 years old
3570,2017-06-27,,Cat,Mixed Breed,10 years old
3571,2011-06-22,2015-02-01,Dog,Chihuahua,1 year old
3572,2014-12-22,2015-07-29,Cat,Mixed Breed,8 weeks to 12 months old
